"long","lat","location","category","n"
-2.230937,53.451913,"On or near Letchworth Street","Burglary",1
-2.230937,53.451913,"On or near Letchworth Street","Violence and sexual offences",1
-2.230928,53.472452,"On or near Penfield Close","Criminal damage and arson",1
-2.230894,53.502096,"On or near Moordown Close","Other theft",1
-2.230894,53.502096,"On or near Moordown Close","Violence and sexual offences",1
-2.230792,53.444543,"On or near Plattbrook Close","Vehicle crime",1
-2.230783,53.45115,"On or near Chilworth Street","Burglary",1
-2.230783,53.45115,"On or near Chilworth Street","Robbery",1
-2.230766,53.453729,"On or near Brunt Street","Burglary",1
-2.230759,53.471751,"On or near Milnrow Close","Robbery",1
-2.230753,53.45408,"On or near Parkfield Avenue","Burglary",1
-2.230746,53.405596,"On or near Mosswood Park","Vehicle crime",1
-2.23074,53.454422,"On or near Heald Avenue","Criminal damage and arson",1
-2.23074,53.454422,"On or near Heald Avenue","Drugs",1
-2.23074,53.454422,"On or near Heald Avenue","Public order",1
-2.23074,53.454422,"On or near Heald Avenue","Robbery",1
-2.23074,53.454422,"On or near Heald Avenue","Violence and sexual offences",1
-2.230715,53.527462,"On or near Printon Avenue","Violence and sexual offences",1
-2.230714,53.449649,"On or near Lynton Street","Public order",1
-2.230714,53.449649,"On or near Lynton Street","Violence and sexual offences",1
-2.230712,53.515804,"On or near Ellis Drive","Violence and sexual offences",1
-2.230708,53.418027,"On or near Parking Area","Violence and sexual offences",1
-2.230653,53.435582,"On or near Hazelbank Avenue","Robbery",1
-2.230645,53.520082,"On or near Parkhill Avenue","Vehicle crime",1
-2.230639,53.532927,"On or near Weardale Road","Criminal damage and arson",1
-2.230613,53.450404,"On or near Boscombe Street","Violence and sexual offences",1
-2.230575,53.507328,"On or near Frome Drive","Criminal damage and arson",1
-2.2305,53.465613,"On or near Dover Street","Burglary",1
-2.2305,53.465613,"On or near Dover Street","Vehicle crime",1
-2.2305,53.465613,"On or near Dover Street","Violence and sexual offences",1
-2.230491,53.416742,"On or near Albert Hill Street","Other theft",1
-2.230385,53.502897,"On or near Wilby Street","Criminal damage and arson",1
-2.230345,53.417605,"On or near Ogden Street","Violence and sexual offences",1
-2.230323,53.416356,"On or near Old Oak Street","Burglary",1
-2.230323,53.416356,"On or near Old Oak Street","Criminal damage and arson",1
-2.230323,53.416356,"On or near Old Oak Street","Violence and sexual offences",1
-2.230285,53.434288,"On or near Parking Area","Drugs",1
-2.230285,53.434288,"On or near Parking Area","Other theft",1
-2.230238,53.472912,"On or near Clare Street","Criminal damage and arson",1
-2.230238,53.472912,"On or near Clare Street","Robbery",1
-2.230238,53.472912,"On or near Clare Street","Theft from the person",1
-2.230238,53.472912,"On or near Clare Street","Vehicle crime",1
-2.230238,53.472912,"On or near Clare Street","Violence and sexual offences",1
-2.230222,53.447816,"On or near Werneth Avenue","Burglary",1
-2.230203,53.530447,"On or near Crab Lane","Violence and sexual offences",1
-2.23019,53.413938,"On or near Heritage Gardens","Vehicle crime",1
-2.230035,53.502224,"On or near Lecester Road","Vehicle crime",1
-2.22998,53.505972,"On or near Lichfield Drive","Burglary",1
-2.22995,53.416887,"On or near William Street","Burglary",1
-2.229922,53.528632,"On or near Beldon Road","Violence and sexual offences",1
-2.229815,53.430954,"On or near Tatton Grove","Vehicle crime",1
-2.229789,53.534708,"On or near Crossfell Avenue","Violence and sexual offences",1
-2.22971,53.517406,"On or near Central Drive","Criminal damage and arson",1
-2.229691,53.460859,"On or near Further/Higher Educational Building","Theft from the person",1
-2.229673,53.42691,"On or near Wensley Drive","Burglary",1
-2.229673,53.42691,"On or near Wensley Drive","Violence and sexual offences",1
-2.22965,53.43935,"On or near Theatre/Concert Hall","Burglary",1
-2.229498,53.453049,"On or near Frodsham Street","Burglary",1
-2.22948,53.505541,"On or near Saxelby Drive","Burglary",1
-2.229462,53.454793,"On or near Hartlepool Close","Burglary",1
-2.229458,53.454091,"On or near Parkfield Avenue","Criminal damage and arson",1
-2.229347,53.478118,"On or near Boad Street","Drugs",1
-2.229347,53.478118,"On or near Boad Street","Robbery",1
-2.229329,53.460887,"On or near Aberdeen Street","Criminal damage and arson",1
-2.229329,53.460887,"On or near Aberdeen Street","Shoplifting",1
-2.229329,53.460887,"On or near Aberdeen Street","Violence and sexual offences",1
-2.229295,53.468563,"On or near Kincardine Road","Vehicle crime",1
-2.229264,53.479502,"On or near Jutland Street","Bicycle theft",1
-2.229264,53.479502,"On or near Jutland Street","Vehicle crime",1
-2.229262,53.451153,"On or near Wincombe Street","Violence and sexual offences",1
-2.229232,53.456761,"On or near Lumley Close","Violence and sexual offences",1
-2.22922,53.463017,"On or near Parking Area","Bicycle theft",1
-2.22922,53.463017,"On or near Parking Area","Other crime",1
-2.22922,53.463017,"On or near Parking Area","Other theft",1
-2.22922,53.463017,"On or near Parking Area","Theft from the person",1
-2.22922,53.463017,"On or near Parking Area","Violence and sexual offences",1
-2.22921,53.455557,"On or near Whickham Close","Burglary",1
-2.22921,53.455557,"On or near Whickham Close","Violence and sexual offences",1
-2.22919,53.485336,"On or near Sherratt Street","Criminal damage and arson",1
-2.22919,53.485336,"On or near Sherratt Street","Violence and sexual offences",1
-2.229129,53.501974,"On or near Clibran Street","Violence and sexual offences",1
-2.229051,53.442704,"On or near Whitebrook Road","Burglary",1
-2.229012,53.438237,"On or near Brentbridge Road","Burglary",1
-2.229012,53.438237,"On or near Brentbridge Road","Other theft",1
-2.229007,53.42061,"On or near Clayton Avenue","Vehicle crime",1
-2.228962,53.403873,"On or near Highbank Drive","Other crime",1
-2.228938,53.407837,"On or near Kingston Avenue","Criminal damage and arson",1
-2.22881,53.434309,"On or near Gledhill Street","Public order",1
-2.228785,53.435235,"On or near Easthope Close","Burglary",1
-2.228785,53.435235,"On or near Easthope Close","Vehicle crime",1
-2.228726,53.480321,"On or near Ducie Street","Burglary",1
-2.228726,53.480321,"On or near Ducie Street","Criminal damage and arson",1
-2.228726,53.480321,"On or near Ducie Street","Violence and sexual offences",1
-2.228726,53.48309,"On or near Pickford Street","Criminal damage and arson",1
-2.228726,53.48309,"On or near Pickford Street","Theft from the person",1
-2.228726,53.48309,"On or near Pickford Street","Violence and sexual offences",1
-2.228714,53.47811,"On or near Parking Area","Criminal damage and arson",1
-2.22834,53.526181,"On or near Sherwell Road","Other theft",1
-2.228329,53.456934,"On or near Heald Grove","Violence and sexual offences",1
-2.228303,53.443676,"On or near Petrol Station","Burglary",1
-2.228303,53.443676,"On or near Petrol Station","Criminal damage and arson",1
-2.228284,53.490659,"On or near Rochdale Road","Vehicle crime",1
-2.228153,53.499863,"On or near Bus/Coach Station","Criminal damage and arson",1
-2.22809,53.434841,"On or near Queen Street West","Criminal damage and arson",1
-2.22809,53.434841,"On or near Queen Street West","Other theft",1
-2.228051,53.452773,"On or near Union Street","Criminal damage and arson",1
-2.227835,53.421008,"On or near Mere Drive","Burglary",1
-2.227829,53.433924,"On or near Egerton Crescent","Shoplifting",1
-2.227782,53.450445,"On or near St Ives Road","Vehicle crime",1
-2.227719,53.531377,"On or near Sports/Recreation Area","Criminal damage and arson",1
-2.227718,53.4863,"On or near Primrose Street","Other theft",1
-2.227718,53.4863,"On or near Primrose Street","Vehicle crime",1
-2.227718,53.4863,"On or near Primrose Street","Violence and sexual offences",1
-2.227711,53.462436,"On or near Hospital","Other crime",1
-2.227711,53.462436,"On or near Hospital","Other theft",1
-2.227698,53.505068,"On or near Chime Bank","Other theft",1
-2.227698,53.505068,"On or near Chime Bank","Violence and sexual offences",1
-2.227632,53.453268,"On or near Ellanby Close","Public order",1
-2.227618,53.492862,"On or near Almond Street","Vehicle crime",1
-2.227614,53.402177,"On or near Jayton Avenue","Burglary",1
-2.227614,53.402177,"On or near Jayton Avenue","Vehicle crime",1
-2.227327,53.463848,"On or near Grafton Street","Criminal damage and arson",1
-2.227327,53.463848,"On or near Grafton Street","Theft from the person",1
-2.227327,53.463848,"On or near Grafton Street","Violence and sexual offences",1
-2.227294,53.435193,"On or near Davenport Avenue","Burglary",1
-2.227238,53.4585,"On or near Oxford Road","Public order",1
-2.227238,53.4585,"On or near Oxford Road","Violence and sexual offences",1
-2.22723,53.426007,"On or near Ferndene Road","Vehicle crime",1
-2.227158,53.466104,"On or near Watkin Close","Public order",1
-2.227072,53.503595,"On or near Smedley Avenue","Violence and sexual offences",1
-2.226978,53.454878,"On or near Walmer Street","Robbery",1
-2.226978,53.454878,"On or near Walmer Street","Violence and sexual offences",1
-2.226937,53.48108,"On or near Lomax Street","Other theft",1
-2.226937,53.48108,"On or near Lomax Street","Shoplifting",1
-2.226934,53.483399,"On or near Redhill Street","Other theft",1
-2.226852,53.448191,"On or near Sports/Recreation Area","Burglary",1
-2.226852,53.448191,"On or near Sports/Recreation Area","Other theft",1
-2.226852,53.465107,"On or near Upper Brook Street","Burglary",1
-2.226816,53.432947,"On or near St Paul'S Road","Vehicle crime",1
-2.226816,53.432947,"On or near St Paul'S Road","Violence and sexual offences",1
-2.226701,53.453782,"On or near Viscount Street","Burglary",1
-2.226701,53.453782,"On or near Viscount Street","Other crime",1
-2.226638,53.416633,"On or near Dundonald Road","Criminal damage and arson",1
-2.226563,53.427895,"On or near Rathen Road","Vehicle crime",1
-2.22656,53.466942,"On or near Lowndes Walk","Vehicle crime",1
-2.226456,53.458762,"On or near Parking Area","Other crime",1
-2.226456,53.458762,"On or near Parking Area","Other theft",1
-2.226456,53.458762,"On or near Parking Area","Public order",1
-2.226417,53.538975,"On or near Boothroyden Terrace","Other crime",1
-2.226417,53.538975,"On or near Boothroyden Terrace","Public order",1
-2.226376,53.503066,"On or near Derwent Street","Violence and sexual offences",1
-2.226357,53.471229,"On or near Hamsell Road","Shoplifting",1
-2.226357,53.471229,"On or near Hamsell Road","Vehicle crime",1
-2.226357,53.471229,"On or near Hamsell Road","Violence and sexual offences",1
-2.226324,53.456614,"On or near Petrol Station","Theft from the person",1
-2.226318,53.429855,"On or near Chatterton Close","Other theft",1
-2.226208,53.50259,"On or near Wythburn Avenue","Drugs",1
-2.226208,53.50259,"On or near Wythburn Avenue","Possession of weapons",1
-2.226208,53.50259,"On or near Wythburn Avenue","Public order",1
-2.226208,53.50259,"On or near Wythburn Avenue","Violence and sexual offences",1
-2.226193,53.494114,"On or near Sand Street","Violence and sexual offences",1
-2.226176,53.456929,"On or near Wilmslow Road","Other crime",1
-2.226176,53.456929,"On or near Wilmslow Road","Shoplifting",1
-2.226075,53.534284,"On or near Ruthin Avenue","Other theft",1
-2.226003,53.455608,"On or near Parking Area","Burglary",1
-2.226003,53.455608,"On or near Parking Area","Other theft",1
-2.225969,53.420948,"On or near Fog Lane","Criminal damage and arson",1
-2.225969,53.420948,"On or near Fog Lane","Violence and sexual offences",1
-2.225957,53.512155,"On or near Brookwood Avenue","Drugs",1
-2.225957,53.512155,"On or near Brookwood Avenue","Vehicle crime",1
-2.225901,53.453379,"On or near Fleeson Street","Other crime",1
-2.225879,53.457828,"On or near Rusholme Place","Criminal damage and arson",1
-2.225879,53.457828,"On or near Rusholme Place","Other theft",1
-2.225868,53.501072,"On or near Smeaton Street","Violence and sexual offences",1
-2.225849,53.452184,"On or near Stenbury Close","Vehicle crime",1
-2.225781,53.532864,"On or near Kingsmead Mews","Violence and sexual offences",1
-2.22577,53.465595,"On or near Dryden Street","Burglary",1
-2.22577,53.465595,"On or near Dryden Street","Public order",1
-2.22577,53.465595,"On or near Dryden Street","Violence and sexual offences",1
-2.225753,53.485064,"On or near School Court","Theft from the person",1
-2.225705,53.430639,"On or near Endsleigh Road","Burglary",1
-2.22568,53.434522,"On or near Tallarn Close","Vehicle crime",1
-2.225641,53.438531,"On or near Wellington Road","Other theft",1
-2.225641,53.438531,"On or near Wellington Road","Vehicle crime",1
-2.225621,53.457398,"On or near Banff Road","Drugs",1
-2.225621,53.457398,"On or near Banff Road","Possession of weapons",1
-2.225621,53.457398,"On or near Banff Road","Theft from the person",1
-2.225614,53.478844,"On or near Chapeltown Street","Other theft",1
-2.225587,53.41979,"On or near Adria Road","Burglary",1
-2.225437,53.459636,"On or near Hospital","Violence and sexual offences",1
-2.225428,53.486323,"On or near Poland Street","Vehicle crime",1
-2.225415,53.469685,"On or near Tristam Close","Public order",1
-2.225408,53.417273,"On or near Chiswick Road","Criminal damage and arson",1
-2.225395,53.440383,"On or near Barnsfold Avenue","Violence and sexual offences",1
-2.225314,53.453425,"On or near Hibbert Street","Vehicle crime",1
-2.225314,53.453425,"On or near Hibbert Street","Violence and sexual offences",1
-2.225228,53.479968,"On or near Millbank Street","Vehicle crime",1
-2.225209,53.453506,"On or near Grandale Street","Burglary",1
-2.225209,53.453506,"On or near Grandale Street","Public order",1
-2.225179,53.52749,"On or near Police Station","Vehicle crime",1
-2.225179,53.52749,"On or near Police Station","Violence and sexual offences",1
-2.225166,53.451196,"On or near Grove Close","Vehicle crime",1
-2.225165,53.442513,"On or near Chervil Close","Burglary",1
-2.225165,53.442513,"On or near Chervil Close","Public order",1
-2.225165,53.442513,"On or near Chervil Close","Robbery",1
-2.225165,53.442513,"On or near Chervil Close","Violence and sexual offences",1
-2.225056,53.512785,"On or near Stakeford Drive","Other theft",1
-2.225021,53.537584,"On or near Hargrave Close","Burglary",1
-2.224998,53.456455,"On or near Deyne Avenue","Robbery",1
-2.224997,53.521612,"On or near Crumpsall Vale","Burglary",1
-2.224895,53.405544,"On or near Mellington Avenue","Criminal damage and arson",1
-2.224831,53.456042,"On or near Dagenham Road","Criminal damage and arson",1
-2.224793,53.494557,"On or near Hamerton Road","Drugs",1
